label,파종기,정식기,초장,생과중,성숙기..착색기.,개화기,착과형태,과폭,과장,천립중,주경장,엽장,엽폭,과실.속살의.두께,과실.심실의.수,절간장
1,305,511,94.7,NA,NA,525,1,NA,5,NA,NA,8.3,3,1.3,2,NA
1,305,511,77.7,NA,NA,601,1,NA,6.6,NA,NA,6.3,2.4,1.3,2,NA
1,305,511,167.7,NA,NA,621,1,NA,5.8,NA,NA,14.9,6.3,1,2,NA
3,223,519,150,NA,NA,NA,2,1.5,10.2,NA,23,7.5,2.4,1.7,NA,NA
1,305,511,142.7,NA,NA,616,2,NA,14,NA,NA,11.4,4,2,2,NA
3,223,519,100,NA,NA,NA,2,0.9,8,NA,27.5,8.5,2.7,0.8,NA,NA
1,305,511,134.7,NA,NA,621,2,NA,8.6,NA,NA,10.5,4.7,1.1,2,NA
3,223,519,100,NA,NA,NA,2,1.7,9.2,NA,28,18.1,5.6,2.6,NA,NA
3,305,511,107.3,NA,NA,604,2,NA,10.4,NA,NA,14.8,5.6,2.4,2,NA
1,223,419,120,NA,NA,NA,2,1.2,7,NA,24,12,3.5,1.7,NA,NA
1,305,511,131.7,NA,NA,619,2,NA,10.6,NA,NA,13.2,5.4,1.8,2,NA
1,305,511,125.7,NA,NA,621,2,NA,7.7,NA,NA,11.5,4.5,1.2,2,NA
3,223,419,115,NA,NA,NA,2,0.9,9.5,NA,24,12.5,3.5,1.8,NA,NA
1,305,511,134.3,NA,NA,616,2,NA,10.4,NA,NA,9.9,4.6,1.5,2,NA
3,223,419,110,NA,NA,NA,2,1.2,7,NA,24,11,3.5,1.1,NA,NA
1,305,511,144,NA,NA,619,2,NA,8.1,NA,NA,10.6,4.4,1.5,2,NA
1,305,511,119.7,NA,NA,619,2,NA,12.7,NA,NA,10.3,3.7,2,2,NA
1,223,419,130,NA,NA,NA,2,1.9,7.7,NA,32.5,10.5,3.1,1.7,NA,NA
1,305,511,143,NA,NA,619,2,NA,8.6,NA,NA,12.8,5.4,1.7,2,NA
3,223,419,120,NA,NA,NA,2,1.4,12,NA,24,11.3,3.6,2.2,NA,NA
1,305,511,119.7,NA,NA,616,2,NA,12.9,NA,NA,10.7,4.4,1.2,4,NA
1,223,419,120,NA,NA,NA,1,1.3,3.7,NA,10,21.5,6.3,1.5,NA,NA
1,305,511,127,NA,NA,619,2,NA,12,NA,NA,10.9,4.6,2.2,2,NA
1,314,429,160,9.3,NA,602,2,1.7,9.1,4.5,29,10.8,5.2,1.7,NA,NA
4,223,419,100,NA,NA,NA,1,1.6,5.5,NA,24,9.3,2.7,1.7,NA,NA
3,305,511,129,NA,NA,619,1,NA,6.4,NA,NA,12.4,5.9,1.5,2,NA
3,223,419,90,NA,NA,NA,2,1.1,9.5,NA,27,8,2.3,1.4,NA,NA
1,305,511,110.7,NA,NA,616,1,NA,9.7,NA,NA,8.6,3.6,1.6,2,NA
3,223,419,110,NA,NA,NA,2,1.2,5.8,NA,25,10.5,3.5,1.1,NA,NA
1,305,511,126.3,NA,NA,616,2,NA,12.9,NA,NA,8.6,3.6,1.8,2,NA
3,223,419,140,NA,NA,NA,2,NA,5,NA,24,12.5,3.2,1,NA,NA
1,305,511,128.7,NA,NA,621,2,NA,5.6,NA,NA,13.5,4.9,1.3,2,NA
2,314,429,150,5.2,NA,602,2,1.3,6.3,4.5,32,9.3,4.2,1.6,NA,NA
1,223,419,120,NA,NA,NA,2,1,5.3,NA,43,9.5,3,0.8,NA,NA
1,305,511,127,NA,NA,628,1,NA,5.9,NA,NA,11.3,5.2,1,2,NA
4,223,419,120,NA,NA,NA,2,1.2,12.5,NA,29,7.8,2.2,1.2,NA,NA
3,305,511,139.7,NA,NA,619,2,NA,9.5,NA,NA,12.3,5.6,1.6,2,NA
1,223,419,130,NA,NA,NA,2,1.5,10.5,NA,39.5,6.7,2,2.6,NA,NA
1,305,511,130.7,NA,NA,616,2,NA,9.7,NA,NA,8.5,3.3,2.1,2,NA
1,223,419,50,NA,NA,NA,2,2.4,4.5,NA,12.5,14.6,4.8,2.8,NA,NA
1,305,511,81.3,NA,NA,616,2,NA,6.6,NA,NA,10.9,5.2,4.7,2,NA
1,314,429,80,21.4,NA,530,2,3,5,6.5,12,10,4.3,4.6,NA,NA
1,305,511,107,NA,NA,525,1,NA,7.1,NA,NA,7.5,3,1.8,2,NA
1,305,511,90,NA,NA,616,2,NA,10.9,NA,NA,11,4.1,2.1,2,NA
4,223,519,150,NA,NA,NA,2,0.9,6.6,NA,20,7.5,2.8,1.1,2,11
3,305,511,112.7,NA,NA,616,1,NA,9,NA,NA,8.8,3.8,1.1,2,NA
3,223,519,90,NA,NA,NA,1,1.2,12,NA,16,11,2.6,1.6,3,7
1,305,511,65.7,NA,NA,616,1,NA,1.4,NA,NA,5.8,2.4,1,2,NA
3,223,519,100,NA,NA,NA,2,1.1,8,NA,16,10.5,3,1,2,7
1,305,511,123.7,NA,NA,619,2,NA,9.2,NA,NA,10.8,4.1,1.5,2,NA
3,223,519,70,NA,NA,NA,2,1.6,4.5,NA,20,6.5,2,1.9,2,7
1,305,511,84,NA,NA,619,2,NA,4.7,NA,NA,10.1,3.9,1.6,3,NA
1,223,519,90,NA,NA,NA,2,1.8,4.9,NA,15,6,2.5,2.3,3,9
1,305,511,103,NA,NA,525,1,NA,7.8,NA,NA,9,3.4,2.1,NA,NA
1,223,519,80,NA,NA,NA,2,4.1,3.6,NA,17,12,3.8,5.2,3,7.5
1,305,511,124.7,NA,NA,614,2,NA,4.2,NA,NA,13,6.7,5.2,2,NA
1,305,511,97.5,NA,NA,526,1,NA,8.6,NA,NA,11,5.4,5.9,2,NA
1,302,418,94,NA,NA,603,2,NA,9.1,6.7,34,18.8,8.4,NA,NA,6.6
1,302,418,94,NA,NA,603,2,NA,9.1,6.7,34,18.8,8.4,NA,NA,6.6
1,302,418,77,NA,NA,603,2,NA,11.5,5.8,23,18.4,8.4,NA,NA,4.5
1,302,418,77,NA,NA,603,2,NA,11.5,5.8,23,18.4,8.4,NA,NA,4.5
1,302,418,81,NA,NA,607,2,NA,6.7,6.9,29,18.3,8.3,NA,NA,7.5
1,302,418,81,NA,NA,607,2,NA,6.7,6.9,29,18.3,8.3,NA,NA,7.5
1,302,418,81,NA,NA,525,2,NA,7.2,5.9,26,10.7,4.6,NA,NA,5.9
1,302,418,81,NA,NA,525,2,NA,7.2,5.9,26,10.7,4.6,NA,NA,5.9
1,302,418,88,NA,NA,603,2,NA,17.8,6.2,28,17.8,8.7,NA,NA,7.5
1,302,418,88,NA,NA,603,2,NA,17.8,6.2,28,17.8,8.7,NA,NA,7.5
1,302,418,58,NA,NA,525,2,NA,8.1,6.3,21,12.2,6.2,NA,NA,7.3
1,302,418,58,NA,NA,525,2,NA,8.1,6.3,21,12.2,6.2,NA,NA,7.3
1,224,430,61,NA,NA,617,2,NA,7.9,7.1,1.4,15.4,7.8,NA,NA,3.9
1,302,418,83,NA,NA,603,2,NA,8.2,7.5,23,16.8,8.4,NA,NA,5.9
1,302,418,83,NA,NA,603,2,NA,8.2,7.5,23,16.8,8.4,NA,NA,5.9
1,305,511,151.7,NA,NA,NA,2,NA,7.5,NA,NA,19.8,8.4,NA,4,NA
1,305,511,141.7,NA,NA,621,2,NA,5.3,NA,NA,11.8,5.9,1.5,2,NA
1,302,418,86,NA,NA,523,2,NA,18.2,6.7,25,11.7,5.5,NA,NA,6.3
1,302,418,86,NA,NA,523,2,NA,18.2,6.7,25,11.7,5.5,NA,NA,6.3
3,302,418,57,NA,NA,530,2,NA,10.4,5.8,20,15.8,7.1,NA,NA,2.7
3,302,418,57,NA,NA,530,2,NA,10.4,5.8,20,15.8,7.1,NA,NA,2.7
1,302,418,66,NA,NA,525,2,NA,9.5,7.1,23,10.8,4.7,NA,NA,4.2
1,302,418,66,NA,NA,525,2,NA,9.5,7.1,23,10.8,4.7,NA,NA,4.2
1,302,418,42,NA,NA,525,1,NA,9.3,4.8,18,12.3,4.7,NA,NA,3
1,302,418,42,NA,NA,525,1,NA,9.3,4.8,18,12.3,4.7,NA,NA,3
1,314,429,70,9.4,NA,526,1,1.5,8.4,5.5,22,11.5,4.2,1.8,NA,NA
1,305,511,144.3,NA,NA,NA,1,NA,2.9,NA,NA,16.5,7.9,1.7,3,NA
1,314,429,150,1.4,NA,615,1,0.8,3.1,4,43,10.2,5,1,NA,NA
1,312,429,146.7,1.4,725,613,1,0.9,3.5,NA,32.3,19.7,9,0.7,NA,9
1,302,418,81,NA,NA,530,2,NA,4.7,6.8,24,13.4,6.4,NA,NA,3.8
1,302,418,81,NA,NA,530,2,NA,4.7,6.8,24,13.4,6.4,NA,NA,3.8
1,314,429,120,19.6,NA,519,2,2.7,7.7,6,17,10.8,5.7,1.7,NA,NA
1,302,418,92,NA,NA,523,2,NA,3.5,5.1,23,9.2,4.4,NA,NA,4.7
1,302,418,92,NA,NA,523,2,NA,3.5,5.1,23,9.2,4.4,NA,NA,4.7
1,302,418,81,NA,NA,525,2,NA,13.1,7.6,29,14.9,7.4,NA,NA,4.9
1,302,418,81,NA,NA,525,2,NA,13.1,7.6,29,14.9,7.4,NA,NA,4.9
1,302,418,85,NA,NA,603,2,NA,9.3,7.6,26,15.7,7.2,NA,NA,5.4
1,302,418,85,NA,NA,603,2,NA,9.3,7.6,26,15.7,7.2,NA,NA,5.4
1,302,418,92,NA,NA,525,2,NA,6.2,5.6,22,12.6,4.6,NA,NA,8.8
1,302,418,92,NA,NA,525,2,NA,6.2,5.6,22,12.6,4.6,NA,NA,8.8
1,305,511,118,NA,NA,619,2,NA,7.2,NA,NA,17.7,7.2,5.4,3,NA
1,302,418,59,NA,NA,530,2,NA,3.5,8.4,17,12.2,8.4,NA,NA,4.3
1,302,418,59,NA,NA,530,2,NA,3.5,8.4,17,12.2,8.4,NA,NA,4.3
1,302,418,65,NA,NA,530,2,NA,4.8,6.4,17,13.7,7.1,NA,NA,4.2
1,302,418,65,NA,NA,530,2,NA,4.8,6.4,17,13.7,7.1,NA,NA,4.2
1,314,429,110,35.5,NA,520,2,5.1,4.3,7,16,10.2,4.7,3.4,NA,NA
1,305,511,93,NA,NA,525,1,NA,6.8,NA,NA,9.7,3.9,1.9,2,NA
3,421,603,NA,NA,NA,630,2,NA,10.6,NA,27,NA,NA,2.8,NA,NA
3,302,418,62,NA,NA,523,2,NA,19.6,6.2,25,9.6,3.9,NA,NA,5.1
3,302,418,62,NA,NA,523,2,NA,19.6,6.2,25,9.6,3.9,NA,NA,5.1
3,223,419,120,NA,NA,NA,2,1.2,9.8,NA,34,10,2.7,1.6,NA,NA
1,305,511,135.3,NA,NA,621,2,NA,7.9,NA,NA,11.2,4.3,2,2,NA
1,223,419,130,NA,NA,NA,2,1.7,12.5,NA,28,11,3,2,NA,NA
1,305,511,128.7,NA,NA,619,2,NA,14.4,NA,NA,12.9,5,1.8,4,NA
3,302,418,107,NA,NA,523,1,NA,3.2,5.6,28,10.2,5.1,NA,NA,6.5
3,302,418,107,NA,NA,523,1,NA,3.2,5.6,28,10.2,5.1,NA,NA,6.5
1,302,418,75,NA,NA,530,2,NA,18.8,5.5,25,17.1,8.1,NA,NA,4.6
1,302,418,75,NA,NA,530,2,NA,18.8,5.5,25,17.1,8.1,NA,NA,4.6
1,421,603,NA,NA,NA,708,2,NA,7.5,NA,21,NA,NA,1.2,NA,NA
1,421,603,NA,NA,NA,701,2,NA,7.4,NA,34,NA,NA,3.7,NA,NA
1,421,603,NA,NA,NA,802,2,NA,11.7,NA,33.5,NA,NA,3.5,NA,NA
1,302,418,79,NA,NA,523,2,NA,11.4,7.5,27,13.1,6.7,NA,NA,5.1
1,302,418,79,NA,NA,523,2,NA,11.4,7.5,27,13.1,6.7,NA,NA,5.1
1,313,519,NA,NA,NA,NA,2,0.9,5.1,NA,2,17,8,1,2,10
1,305,511,148.3,NA,NA,701,1,NA,5.4,NA,NA,17.4,9.5,0.9,3,NA
1,312,429,176.7,2.8,725,613,1,1,5.4,NA,43,24.5,11.1,0.6,NA,10
1,313,519,NA,NA,NA,NA,2,1,4,NA,1,17,9,1.2,3,12
1,224,430,98,NA,NA,630,1,NA,3.4,4.8,1.1,15.1,7.7,NA,NA,6.3
1,314,429,150,1.3,NA,615,2,0.8,2.9,4,45,12.2,6.3,1,NA,NA
1,312,429,145,NA,725,617,1,NA,NA,NA,35.5,24.7,12.7,NA,NA,8.7
1,313,519,NA,NA,NA,NA,2,8,8.7,NA,5,14,7.5,6,4,7.5
3,313,519,NA,NA,NA,NA,2,0.8,7.9,NA,12,8.7,3.2,1,2,11.5
1,305,511,160,NA,NA,619,2,NA,6.3,NA,NA,14.1,5.9,1.3,4,NA
1,313,519,NA,NA,NA,NA,3,0.6,4.6,NA,3,11,4.6,0.9,2,8
1,224,430,112,NA,NA,630,1,NA,4.7,5.2,1.4,15.1,7.5,NA,NA,9.1
1,312,429,151.7,1,725,622,1,0.8,3.6,NA,51.5,23.7,12,0.5,NA,9.8
1,305,511,113,NA,NA,525,2,NA,14,NA,NA,12.1,6,2.9,2,NA
1,302,418,72,NA,NA,516,2,NA,10.2,5.6,20,11.6,4.6,NA,NA,5.1
1,302,418,72,NA,NA,516,2,NA,10.2,5.6,20,11.6,4.6,NA,NA,5.1
1,302,418,78,NA,NA,530,2,NA,9.2,6.7,20,16.3,7.5,NA,NA,6.6
1,302,418,78,NA,NA,530,2,NA,9.2,6.7,20,16.3,7.5,NA,NA,6.6
1,302,418,64,NA,NA,525,2,NA,7.2,6,21,14.7,7.6,NA,NA,4.5
1,302,418,64,NA,NA,525,2,NA,7.2,6,21,14.7,7.6,NA,NA,4.5
1,302,418,79,NA,NA,523,2,NA,8.4,5.9,16,16.9,7.9,NA,NA,5.2
1,302,418,79,NA,NA,523,2,NA,8.4,5.9,16,16.9,7.9,NA,NA,5.2
3,302,418,83,NA,NA,525,2,NA,18.1,4.7,16,10.7,4.7,NA,NA,4.6
3,302,418,83,NA,NA,525,2,NA,18.1,4.7,16,10.7,4.7,NA,NA,4.6
1,302,418,77,NA,NA,607,2,NA,6.9,7.7,23,16.3,8.4,NA,NA,6.1
1,314,429,100,175.2,NA,529,2,8.4,8,6.5,21,13.7,6.5,5.8,NA,NA
1,302,418,78,NA,NA,525,2,NA,15.4,6,23,15.1,7.1,NA,NA,6.1
1,302,418,78,NA,NA,525,2,NA,15.4,6,23,15.1,7.1,NA,NA,6.1
3,302,418,97,NA,NA,523,2,NA,16.7,5.4,27,11.1,5.4,NA,NA,5.5
3,302,418,97,NA,NA,523,2,NA,16.7,5.4,27,11.1,5.4,NA,NA,5.5
1,305,511,82,NA,NA,525,2,NA,8,NA,NA,8.1,3.3,4.1,2,NA
3,223,519,115,NA,NA,NA,2,2.9,10.7,NA,8.5,17,4.5,2.2,NA,NA
3,305,511,115.3,NA,NA,616,4,NA,10,NA,NA,11.7,5.6,2,3,NA
1,302,418,129,NA,NA,607,4,NA,6.7,10.2,35,12.8,8.1,NA,NA,8.2
1,302,418,86,NA,NA,523,2,NA,10.4,6.7,27,9.8,6.2,NA,NA,4.5
1,302,418,86,NA,NA,523,2,NA,10.4,6.7,27,9.8,6.2,NA,NA,4.5
1,302,418,84,NA,NA,603,2,NA,9.8,7.4,24,13.7,7.1,NA,NA,4.4
1,302,418,84,NA,NA,603,2,NA,9.8,7.4,24,13.7,7.1,NA,NA,4.4
3,302,418,75,NA,NA,607,2,NA,14.3,5.7,27,11.1,4.4,NA,NA,5.1
3,302,418,75,NA,NA,607,2,NA,14.3,5.7,27,11.1,4.4,NA,NA,5.1
1,421,603,NA,NA,NA,723,2,NA,10.8,NA,23,NA,NA,5.9,NA,NA
1,421,603,NA,NA,NA,627,2,NA,12,NA,23,NA,NA,3.4,NA,NA
1,421,603,NA,NA,NA,625,2,NA,11.5,NA,37,NA,NA,5.3,NA,NA
1,302,418,91,NA,NA,607,2,NA,10.2,5.8,35,15.9,7.8,NA,NA,5.2
1,302,418,91,NA,NA,607,2,NA,10.2,5.8,35,15.9,7.8,NA,NA,5.2
1,421,603,NA,NA,NA,627,2,NA,4.8,NA,22.8,NA,NA,5.6,NA,NA
1,421,603,NA,NA,NA,627,2,NA,11.5,NA,20,NA,NA,2.9,NA,NA
1,421,603,NA,NA,NA,725,2,NA,11.5,NA,7.5,NA,NA,3.9,NA,NA
1,302,418,95,NA,NA,603,2,NA,9.2,5.5,29,13.2,7.3,NA,NA,6.6
1,302,418,95,NA,NA,603,2,NA,9.2,5.5,29,13.2,7.3,NA,NA,6.6
3,302,418,79,NA,NA,530,2,NA,16.6,5.9,19,10.1,4.5,NA,NA,5.7
3,302,418,79,NA,NA,530,2,NA,16.6,5.9,19,10.1,4.5,NA,NA,5.7
1,302,418,57,NA,NA,603,2,NA,4.8,7.6,25,18.1,10.1,NA,NA,3.2
1,302,418,57,NA,NA,603,2,NA,4.8,7.6,25,18.1,10.1,NA,NA,3.2
3,302,418,73,NA,NA,528,2,NA,16.2,6.3,24,11.8,4.9,NA,NA,5.7
3,302,418,73,NA,NA,528,2,NA,16.2,6.3,24,11.8,4.9,NA,NA,5.7
1,302,418,67,NA,NA,527,1,NA,5.1,7.1,24,16.1,7.4,NA,NA,5.2
1,302,418,67,NA,NA,527,1,NA,5.1,7.1,24,16.1,7.4,NA,NA,5.2
1,302,418,46,NA,NA,530,2,NA,12.6,6.5,19,15.2,7.4,NA,NA,4.1
1,302,418,46,NA,NA,530,2,NA,12.6,6.5,19,15.2,7.4,NA,NA,4.1
1,302,418,63,NA,NA,530,2,NA,19.8,6.1,26,10.3,4.9,NA,NA,4.9
1,302,418,63,NA,NA,530,2,NA,19.8,6.1,26,10.3,4.9,NA,NA,4.9
1,302,418,76,NA,NA,607,2,NA,15.8,8.1,23,15.3,7.9,NA,NA,7.2
1,302,418,76,NA,NA,607,2,NA,15.8,8.1,23,15.3,7.9,NA,NA,7.2
3,302,418,56,NA,NA,523,2,NA,17.7,6,17,8.7,4.2,NA,NA,4.5
3,302,418,56,NA,NA,523,2,NA,17.7,6,17,8.7,4.2,NA,NA,4.5
1,302,418,83,NA,NA,603,2,NA,8.6,7.5,23,16.4,11.2,NA,NA,6.1
1,302,418,83,NA,NA,603,2,NA,8.6,7.5,23,16.4,11.2,NA,NA,6.1
1,314,429,100,36.9,NA,530,2,4.1,9.1,6.5,16,11.5,6.2,3.8,NA,NA
1,312,507,214,NA,NA,NA,2,NA,1.8,NA,NA,NA,NA,NA,NA,NA
1,312,507,214,NA,NA,NA,2,NA,1.8,NA,NA,NA,NA,NA,NA,NA
4,312,507,214.3,NA,NA,NA,2,NA,12.6,NA,NA,NA,NA,NA,NA,NA
5,312,507,214.3,NA,NA,NA,2,NA,12.6,NA,NA,NA,NA,NA,NA,NA
3,312,507,152.7,NA,NA,NA,2,NA,9.5,NA,NA,NA,NA,NA,NA,NA
3,312,507,163,NA,NA,NA,2,NA,5.9,NA,NA,NA,NA,NA,NA,NA
3,312,507,163,NA,NA,NA,2,NA,5.9,NA,NA,NA,NA,NA,NA,NA
1,312,507,179.7,NA,NA,NA,2,NA,6.1,NA,NA,NA,NA,NA,NA,NA
1,312,507,179.7,NA,NA,NA,2,NA,6.1,NA,NA,NA,NA,NA,NA,NA
3,312,507,149.3,NA,NA,NA,1,NA,6.1,NA,NA,NA,NA,NA,NA,NA
3,312,507,149.3,NA,NA,NA,1,NA,6.1,NA,NA,NA,NA,NA,NA,NA
4,312,507,113.7,NA,NA,NA,2,NA,3.7,NA,NA,NA,NA,NA,NA,NA
5,312,507,113.7,NA,NA,NA,2,NA,3.7,NA,NA,NA,NA,NA,NA,NA
3,312,507,148.7,NA,NA,NA,2,NA,9.4,NA,NA,NA,NA,NA,NA,NA
3,312,507,148.7,NA,NA,NA,2,NA,9.4,NA,NA,NA,NA,NA,NA,NA
3,312,507,182,NA,NA,NA,2,NA,8.5,NA,NA,NA,NA,NA,NA,NA
4,312,507,119,NA,NA,NA,2,NA,5.7,NA,NA,NA,NA,NA,NA,NA
4,312,507,163.5,NA,NA,NA,2,NA,5.7,NA,NA,NA,NA,NA,NA,NA
4,312,507,147.7,NA,NA,NA,2,NA,5.9,NA,NA,NA,NA,NA,NA,NA
5,312,507,147.7,NA,NA,NA,2,NA,5.9,NA,NA,NA,NA,NA,NA,NA
3,312,507,152.7,NA,NA,NA,2,NA,5,NA,NA,NA,NA,NA,NA,NA
3,312,507,152.7,NA,NA,NA,2,NA,5,NA,NA,NA,NA,NA,NA,NA
3,312,507,170.7,NA,NA,NA,2,NA,5.7,NA,NA,NA,NA,NA,NA,NA
3,312,507,170.7,NA,NA,NA,2,NA,5.7,NA,NA,NA,NA,NA,NA,NA
3,312,507,185.3,NA,NA,NA,2,NA,4.8,NA,NA,NA,NA,NA,NA,NA
3,312,507,185.3,NA,NA,NA,2,NA,4.8,NA,NA,NA,NA,NA,NA,NA
1,312,507,185,NA,NA,NA,2,NA,6.1,NA,NA,NA,NA,NA,NA,NA
3,312,507,131.7,NA,NA,NA,2,NA,4.8,NA,NA,NA,NA,NA,NA,NA
3,312,507,169.7,NA,NA,NA,2,NA,10.1,NA,NA,NA,NA,NA,NA,NA
3,312,507,169.7,NA,NA,NA,2,NA,10.1,NA,NA,NA,NA,NA,NA,NA
3,312,507,165.7,NA,NA,NA,2,NA,8.7,NA,NA,NA,NA,NA,NA,NA
3,312,507,165.7,NA,NA,NA,2,NA,8.7,NA,NA,NA,NA,NA,NA,NA
3,312,507,186,NA,NA,NA,2,NA,10.6,NA,NA,NA,NA,NA,NA,NA
3,312,507,186,NA,NA,NA,2,NA,10.6,NA,NA,NA,NA,NA,NA,NA
3,312,507,219.3,NA,NA,NA,2,NA,11.3,NA,NA,NA,NA,NA,NA,NA
3,312,507,219.3,NA,NA,NA,2,NA,11.3,NA,NA,NA,NA,NA,NA,NA
3,312,507,178,NA,NA,NA,2,NA,8.2,NA,NA,NA,NA,NA,NA,NA
3,312,507,178,NA,NA,NA,2,NA,8.2,NA,NA,NA,NA,NA,NA,NA
3,312,507,186.7,NA,NA,NA,2,NA,10.3,NA,NA,NA,NA,NA,NA,NA
3,312,507,186.7,NA,NA,NA,2,NA,10.3,NA,NA,NA,NA,NA,NA,NA
3,312,507,181.3,NA,NA,NA,2,NA,12.5,NA,NA,NA,NA,NA,NA,NA
3,312,507,181.3,NA,NA,NA,2,NA,12.5,NA,NA,NA,NA,NA,NA,NA
1,312,507,189,NA,NA,NA,2,NA,9.4,NA,NA,NA,NA,NA,NA,NA
1,312,507,189,NA,NA,NA,2,NA,9.4,NA,NA,NA,NA,NA,NA,NA
3,312,507,179.3,NA,NA,NA,2,NA,8.2,NA,NA,NA,NA,NA,NA,NA
3,312,507,179.3,NA,NA,NA,2,NA,8.2,NA,NA,NA,NA,NA,NA,NA
3,312,507,147.7,NA,NA,NA,2,NA,14.8,NA,NA,NA,NA,NA,NA,NA
3,312,507,147.7,NA,NA,NA,2,NA,14.8,NA,NA,NA,NA,NA,NA,NA
1,312,507,142,NA,NA,NA,5,NA,9.9,NA,NA,NA,NA,NA,NA,NA
1,312,507,117,NA,NA,NA,2,NA,8.1,NA,NA,NA,NA,NA,NA,NA
1,312,507,117,NA,NA,NA,2,NA,8.1,NA,NA,NA,NA,NA,NA,NA
3,312,507,182.7,NA,NA,NA,2,NA,8.1,NA,NA,NA,NA,NA,NA,NA
3,312,507,182.7,NA,NA,NA,2,NA,8.1,NA,NA,NA,NA,NA,NA,NA
1,312,507,143.3,NA,NA,NA,2,NA,9.6,NA,NA,NA,NA,NA,NA,NA
1,312,507,131,NA,NA,NA,2,NA,9.6,NA,NA,NA,NA,NA,NA,NA
1,312,507,83,NA,NA,NA,1,NA,7,NA,NA,NA,NA,NA,NA,NA
1,312,507,83,NA,NA,NA,1,NA,7,NA,NA,NA,NA,NA,NA,NA
1,312,507,122.3,NA,NA,NA,2,NA,11.5,NA,NA,NA,NA,NA,NA,NA
1,312,507,122.3,NA,NA,NA,2,NA,11.5,NA,NA,NA,NA,NA,NA,NA
1,312,507,134.3,NA,NA,NA,1,NA,11.1,NA,NA,NA,NA,NA,NA,NA
1,312,507,134.3,NA,NA,NA,1,NA,11.1,NA,NA,NA,NA,NA,NA,NA
1,312,507,149.7,NA,NA,NA,2,NA,12.7,NA,NA,NA,NA,NA,NA,NA
1,312,507,149.7,NA,NA,NA,2,NA,12.7,NA,NA,NA,NA,NA,NA,NA
1,312,507,156.7,NA,NA,NA,2,NA,11,NA,NA,NA,NA,NA,NA,NA
1,312,507,156.7,NA,NA,NA,2,NA,11,NA,NA,NA,NA,NA,NA,NA
1,312,507,135,NA,NA,NA,2,NA,12.6,NA,NA,NA,NA,NA,NA,NA
1,312,507,135,NA,NA,NA,2,NA,12.6,NA,NA,NA,NA,NA,NA,NA
3,312,507,129.7,NA,NA,NA,1,NA,6.9,NA,NA,NA,NA,NA,NA,NA
3,312,507,129.7,NA,NA,NA,1,NA,6.9,NA,NA,NA,NA,NA,NA,NA
1,312,507,165,NA,NA,NA,2,NA,7.7,NA,NA,NA,NA,NA,NA,NA
1,312,507,165,NA,NA,NA,2,NA,7.7,NA,NA,NA,NA,NA,NA,NA
3,312,507,173.3,NA,NA,NA,2,NA,5.9,NA,NA,NA,NA,NA,NA,NA
3,312,507,173.3,NA,NA,NA,2,NA,5.9,NA,NA,NA,NA,NA,NA,NA
1,312,507,138,NA,NA,NA,2,NA,11.4,NA,NA,NA,NA,NA,NA,NA
1,312,507,138,NA,NA,NA,2,NA,11.4,NA,NA,NA,NA,NA,NA,NA
1,312,507,156.3,NA,NA,NA,1,NA,7.5,NA,NA,NA,NA,NA,NA,NA
1,312,507,156.3,NA,NA,NA,1,NA,7.5,NA,NA,NA,NA,NA,NA,NA
1,312,507,116.3,NA,NA,NA,2,NA,8.8,NA,NA,NA,NA,NA,NA,NA
1,312,507,116.3,NA,NA,NA,2,NA,8.8,NA,NA,NA,NA,NA,NA,NA
1,312,507,145.3,NA,NA,NA,5,NA,8.6,NA,NA,NA,NA,NA,NA,NA
1,312,507,149,NA,NA,NA,2,NA,4.4,NA,NA,NA,NA,NA,NA,NA
1,312,507,149,NA,NA,NA,2,NA,4.4,NA,NA,NA,NA,NA,NA,NA
1,312,507,118,NA,NA,NA,2,NA,8.7,NA,NA,NA,NA,NA,NA,NA
1,312,507,118,NA,NA,NA,2,NA,8.7,NA,NA,NA,NA,NA,NA,NA
1,312,507,119,NA,NA,NA,2,NA,10.5,NA,NA,NA,NA,NA,NA,NA
1,312,507,119,NA,NA,NA,2,NA,10.5,NA,NA,NA,NA,NA,NA,NA
1,312,507,193,NA,NA,NA,2,NA,8.4,NA,NA,NA,NA,NA,NA,NA
1,312,507,193,NA,NA,NA,2,NA,8.4,NA,NA,NA,NA,NA,NA,NA
1,312,507,143,NA,NA,NA,2,NA,12.8,NA,NA,NA,NA,NA,NA,NA
1,302,418,92,NA,NA,530,2,NA,7.6,6.2,28,17.9,9.3,NA,NA,4.2
1,302,418,92,NA,NA,530,2,NA,7.6,6.2,28,17.9,9.3,NA,NA,4.2
1,NA,427,112,NA,NA,607,NA,NA,12.6,NA,28,NA,NA,4.2,2.8,NA
1,302,418,75,NA,NA,527,4,NA,6.5,6.2,21,13.2,6.1,NA,NA,4.1
1,302,418,75,NA,NA,527,4,NA,6.5,6.2,21,13.2,6.1,NA,NA,4.1
1,302,418,78,NA,NA,603,2,NA,11.6,6.4,19,12.9,5.1,NA,NA,3.5
1,302,418,78,NA,NA,603,2,NA,11.6,6.4,19,12.9,5.1,NA,NA,3.5
1,302,418,55,NA,NA,525,4,NA,9.5,6.5,18,16.1,8.8,NA,NA,2.4
1,302,418,55,NA,NA,525,4,NA,9.5,6.5,18,16.1,8.8,NA,NA,2.4
